conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Financial Transaction -> Order,Related information concept link from Financial Transaction to Order,Information Concept Link,,Financial Transaction,,Financial Transaction,8,,Order
,Financial Transaction -> Partner,Related information concept link from Financial Transaction to Partner,Information Concept Link,,Financial Transaction,,Financial Transaction,9,,Partner
,Monetary Amount,Category: Secondary. A representation of value as expressed in a given currency.,Information Concept,,,,,,,
,Negative,Type for Monetary Amount,Information Concept Type,,Monetary Amount,,Monetary Amount,1,,
,Positive,Type for Monetary Amount,Information Concept Type,,Monetary Amount,,Monetary Amount,2,,
,Zero,Type for Monetary Amount,Information Concept Type,,Monetary Amount,,Monetary Amount,3,,
,Determined,State for Monetary Amount,Information Concept State,,Monetary Amount,,Monetary Amount,1,,
,Estimated,State for Monetary Amount,Information Concept State,,Monetary Amount,,Monetary Amount,2,,
,Undetermined,State for Monetary Amount,Information Concept State,,Monetary Amount,,Monetary Amount,3,,
,Monetary Amount -> Currency,Related information concept link from Monetary Amount to Currency,Information Concept Link,,Monetary Amount,,Monetary Amount,1,,Currency
,Monetary Amount -> Financial Account,Related information concept link from Monetary Amount to Financial Account,Information Concept Link,,Monetary Amount,,Monetary Amount,2,,Financial Account
,Monetary Amount -> Financial Transaction,Related information concept link from Monetary Amount to Financial Transaction,Information Concept Link,,Monetary Amount,,Monetary Amount,3,,Financial Transaction
,Monetary Amount -> Payment,Related information concept link from Monetary Amount to Payment,Information Concept Link,,Monetary Amount,,Monetary Amount,4,,Payment
,Monetary Amount -> Tax,Related information concept link from Monetary Amount to Tax,Information Concept Link,,Monetary Amount,,Monetary Amount,5,,Tax
,Payment,"Category: Secondary. An obligation to remit or receive a monetary amount between an organization and a constituent, partner, or other external party.",Information Concept,,,,,,,
,Inbound,Type for Payment,Information Concept Type,,Payment,,Payment,1,,
,Outbound,Type for Payment,Information Concept Type,,Payment,,Payment,2,,
,Cancelled,State for Payment,Information Concept State,,Payment,,Payment,1,,
,Paid,State for Payment,Information Concept State,,Payment,,Payment,2,,
,Pending,State for Payment,Information Concept State,,Payment,,Payment,3,,
,Unpaid,State for Payment,Information Concept State,,Payment,,Payment,4,,
,Payment -> Channel,Related information concept link from Payment to Channel,Information Concept Link,,Payment,,Payment,1,,Channel
,Payment -> License,Related information concept link from Payment to License,Information Concept Link,,Payment,,Payment,2,,License
,Tax,Category: Secondary. A compulsory contribution of monetary value to governing bodies.,Information Concept,,,,,,,
,Income,Type for Tax,Information Concept Type,,Tax,,Tax,1,,
,Sales,Type for Tax,Information Concept Type,,Tax,,Tax,2,,
,Property,Type for Tax,Information Concept Type,,Tax,,Tax,3,,
,Current,State for Tax,Information Concept State,,Tax,,Tax,1,,
,Historical,State for Tax,Information Concept State,,Tax,,Tax,2,,
,Pending,State for Tax,Information Concept State,,Tax,,Tax,3,,
,Planned,State for Tax,Information Concept State,,Tax,,Tax,4,,
,Financial Instrument,"Category: Primary. A tradeable asset, such as stocks, bonds, bills of exchange, futures, options, evidence of ownership, and cash.",Information Concept,,,,,,,
,Cash Equivalents,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,1,,
,e.g.,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,2,,
,check or draft,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,3,,
,Trade-able Assets,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,4,,
,stocks,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,6,,
,corporate bonds,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,7,,
,derivatives,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,8,,
,futures,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,9,,
,options,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,10,,
,evidence of ownership such as a property title,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,11,,
,Investment in Public Interests,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,12,,
,treasury bonds,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,14,,
,securities and municipal bonds.,Type for Financial Instrument,Information Concept Type,,Financial Instrument,,Financial Instrument,15,,
,Valid,State for Financial Instrument,Information Concept State,,Financial Instrument,,Financial Instrument,1,,
,Invalid,State for Financial Instrument,Information Concept State,,Financial Instrument,,Financial Instrument,2,,
,Financial Instrument -> Financial Instrument,Related information concept link from Financial Instrument to Financial Instrument,Information Concept Link,,Financial Instrument,,Financial Instrument,1,,Financial Instrument
,Financial Instrument -> Market,Related information concept link from Financial Instrument to Market,Information Concept Link,,Financial Instrument,,Financial Instrument,2,,Market
,Geographic Space,"Category: Primary. A physical area across land, air, and water.",Information Concept,,,,,,,
,National Land Territory,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,1,,
,National Waters and Air Space Territory,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,2,,
,Conservation Area,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,3,,
,Indigenous Area,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,4,,
,Rural Parcel,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,5,,
,Urban Parcel,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,6,,
,Restricted Access Area,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,7,,
,such as Military site,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,8,,
,Airport,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,9,,
,or Port,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,10,,
,an Area of Total Protection or Area of Partial Protection,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,11,,
,such as a coast line,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,12,,
,river line,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,13,,
,railway perimeter,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,14,,
,high voltage perimeter,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,15,,
,or a Public Use Area,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,16,,
,such as a hospital or school.,Type for Geographic Space,Information Concept Type,,Geographic Space,,Geographic Space,17,,
,Planned-for-Use,State for Geographic Space,Information Concept State,,Geographic Space,,Geographic Space,1,,
,In-Development,State for Geographic Space,Information Concept State,,Geographic Space,,Geographic Space,2,,
,Developed,State for Geographic Space,Information Concept State,,Geographic Space,,Geographic Space,3,,
,In-Use,State for Geographic Space,Information Concept State,,Geographic Space,,Geographic Space,4,,
,Geographic Space -> Location,Related information concept link from Geographic Space to Location,Information Concept Link,,Geographic Space,,Geographic Space,1,,Location
,Geographic Space -> Public Sector Entity,Related information concept link from Geographic Space to Public Sector Entity,Information Concept Link,,Geographic Space,,Geographic Space,2,,Public Sector Entity
,Geographic Space -> Strategy,Related information concept link from Geographic Space to Strategy,Information Concept Link,,Geographic Space,,Geographic Space,3,,Strategy
,Geographic Border,Category: Secondary. A line of demarcation around a geographic space or between one geographic space and another geographic space.,Information Concept,,,,,,,
,Natural,Type for Geographic Border,Information Concept Type,,Geographic Border,,Geographic Border,1,,
,Declared,Type for Geographic Border,Information Concept Type,,Geographic Border,,Geographic Border,2,,
,Declared,State for Geographic Border,Information Concept State,,Geographic Border,,Geographic Border,1,,
,Recognized,State for Geographic Border,Information Concept State,,Geographic Border,,Geographic Border,2,,
,Disputed,State for Geographic Border,Information Concept State,,Geographic Border,,Geographic Border,3,,
,Historical,State for Geographic Border,Information Concept State,,Geographic Border,,Geographic Border,4,,
,Geographic Border -> Geographic Border,Related information concept link from Geographic Border to Geographic Border,Information Concept Link,,Geographic Border,,Geographic Border,1,,Geographic Border
,Geographic Border -> Geographic Space,Related information concept link from Geographic Border to Geographic Space,Information Concept Link,,Geographic Border,,Geographic Border,2,,Geographic Space
